mesq_pres,b1_soilWater_0,b2_soilWater_10,b3_soilWater_30,b4_soilWater_60,b5_soilWater_100,b6_soilWater_200,b1_sandCont_0,b2_sandCont_10,b3_sandCont_30,b4_sandCont_60,b5_sandCont_100,b6_sandCont_200,b1_clayCont_0,b2_clayCont_10,b3_clayCont_30,b4_clayCont_60,b5_clayCont_100,b6_clayCont_200,b1_carbonCont_0,b2_carbonCont_10,b3_carbonCont_30,b4_carbonCont_60,b5_carbonCont_100,b6_carbonCont_200,ann_mean_temp,ann_temp_range,ann_precip,dist_road
0,11,11,11,12,13,12,71,71,68,64,64,65,16,15,19,21,21,20,1,1,1,1,0,0,141,385,431,693.6043519
0,18,18,18,19,19,18,57,57,56,54,55,59,23,24,25,26,24,21,1,1,1,0,0,0,141,386,431,464.6245288
0,15,15,15,17,17,16,55,54,51,48,49,53,21,24,28,27,26,24,2,1,1,0,0,0,144,390,371,1017.157501
0,15,16,16,16,17,15,59,57,53,53,53,57,20,23,26,26,26,24,2,1,1,0,0,0,144,388,373,312.4640486
0,16,16,17,17,18,17,58,56,54,53,53,56,19,21,23,25,24,22,1,1,1,0,0,0,144,388,373,134.6415011
0,17,17,17,18,18,17,54,52,50,48,51,53,23,25,27,27,26,24,2,1,1,0,0,0,143,388,375,477.5393654
0,16,16,17,18,18,17,60,60,57,54,55,59,22,23,26,30,28,24,1,1,1,0,0,0,143,388,375,212.1136958
0,18,18,19,19,19,18,54,53,51,48,49,52,23,26,29,32,30,28,2,1,1,0,0,0,143,387,376,17.3481004
0,17,18,18,20,19,18,58,56,54,52,53,54,23,26,28,29,28,26,1,1,1,0,0,0,143,387,379,60.98851096
0,16,16,17,18,17,17,60,58,56,54,54,56,21,23,25,28,27,25,1,1,1,0,0,0,143,386,378,125.5759077
0,16,16,18,18,18,18,61,59,59,57,56,56,18,19,21,23,21,20,2,2,1,1,0,0,142,385,381,515.5896852
0,16,17,17,18,18,17,52,51,49,48,48,52,24,26,28,27,27,24,2,1,1,0,0,0,144,390,371,324.1618463
0,16,16,16,17,18,17,62,61,60,57,57,60,19,21,22,24,23,22,1,1,1,0,0,0,144,390,373,275.0917331
1,19,19,19,20,20,19,57,56,55,53,54,56,21,23,25,27,26,24,1,1,1,1,0,0,143,388,374,51.79572023
0,14,14,14,15,15,15,62,62,60,58,57,60,19,20,22,24,24,21,1,1,1,0,0,0,143,388,375,423.0536114
0,14,15,15,16,16,16,64,63,61,57,58,60,18,20,22,26,25,22,1,1,1,0,0,0,143,388,376,277.3293671
0,17,17,18,18,18,17,60,59,56,53,55,57,21,23,26,28,26,25,1,1,1,0,0,0,143,386,378,304.8668749
0,18,18,19,20,19,18,57,55,54,52,52,54,23,24,27,29,29,26,1,1,1,0,0,0,143,386,378,36.53792493
0,18,19,19,19,19,18,58,56,54,52,52,53,22,24,27,28,28,26,2,1,1,1,0,0,143,387,379,199.8342329
0,15,15,16,17,16,16,61,59,58,55,54,57,21,22,24,28,28,25,1,1,1,0,0,0,143,387,379,1028.505919
1,17,18,19,19,19,17,53,51,51,48,49,53,25,27,29,28,27,25,2,2,1,0,0,0,144,390,371,90.82217305
0,18,19,19,20,20,18,54,53,52,49,50,53,23,25,27,27,27,26,2,1,1,0,0,0,144,390,371,355.2179086
0,17,17,18,18,18,18,57,57,54,51,52,55,19,22,23,26,25,23,1,1,1,0,0,0,144,390,373,116.8828833
0,17,18,18,19,19,18,56,54,52,51,51,54,23,25,29,28,28,25,1,1,1,1,0,0,144,390,373,39.30285384
0,16,16,16,17,17,17,60,58,55,54,54,56,21,23,26,27,27,26,1,1,1,1,0,0,144,390,374,210.7073417
0,15,16,16,16,17,16,61,60,59,55,56,57,20,22,24,26,26,25,1,1,1,0,0,0,144,390,373,46.52464677
0,14,15,15,16,17,16,62,62,60,57,56,59,20,21,23,26,26,23,1,1,1,0,0,0,143,388,376,27.66688807
0,18,18,18,19,19,18,62,60,58,56,56,59,21,23,25,28,27,23,1,1,1,0,0,0,143,388,376,335.1805858
0,16,16,16,17,17,16,59,58,56,53,55,56,22,24,26,28,26,25,1,1,1,0,0,0,143,386,376,430.0086368
0,16,17,17,18,18,17,59,57,55,52,52,54,21,24,26,29,29,27,1,1,1,0,0,0,143,386,376,275.3906058
0,16,17,17,18,18,17,61,60,58,55,54,58,21,22,25,28,27,25,1,1,1,1,0,0,143,387,379,38.43698671
0,18,18,18,19,19,18,61,60,57,55,54,56,20,22,25,27,27,25,1,1,1,0,0,0,143,387,379,277.5958522
0,14,14,14,15,16,15,64,62,61,59,59,60,18,20,22,23,23,22,1,1,1,0,0,0,142,385,381,437.5402434
0,18,18,18,19,18,17,52,50,49,48,49,52,24,26,28,27,27,25,2,2,1,0,0,0,144,390,369,7.733363665
0,16,16,16,17,17,16,60,59,58,55,56,57,20,22,22,24,23,22,1,1,1,0,0,0,144,390,372,410.7790967
0,16,16,16,17,17,17,58,57,55,52,52,56,20,22,25,25,26,23,1,1,1,0,0,0,144,390,371,341.9429707
0,16,16,16,17,17,16,61,60,57,56,55,60,18,21,23,25,24,21,1,1,1,0,0,0,144,390,372,287.3660846
0,16,16,16,17,17,17,61,60,58,57,56,59,20,21,24,25,26,23,1,1,1,0,0,0,144,390,373,82.10685058
0,16,16,16,17,17,17,62,60,57,55,56,59,17,20,24,26,25,23,1,1,1,0,0,0,144,389,374,996.3255242
0,16,16,16,17,18,17,59,57,55,53,54,56,20,21,26,28,27,24,1,1,1,0,0,0,143,389,374,692.8366206
0,16,16,17,17,18,17,62,60,57,55,56,59,18,20,24,26,25,23,1,1,1,0,0,0,143,389,374,968.4746191
0,16,16,17,18,18,17,61,60,58,54,55,57,19,21,24,28,26,24,1,1,1,0,0,0,143,389,376,214.7244047
0,17,17,17,18,18,18,58,57,53,50,50,54,20,21,26,29,29,26,1,1,1,0,0,0,143,389,376,123.6174184
0,17,17,18,18,18,17,58,56,53,51,52,54,22,24,27,29,28,26,1,1,1,1,0,0,143,387,376,546.5385877
0,15,16,16,17,17,16,60,59,58,54,54,58,21,23,24,27,27,24,1,1,1,1,0,0,143,386,378,730.4532304
0,15,15,16,17,17,16,60,59,57,53,53,55,20,21,24,28,27,25,1,1,1,1,0,0,143,386,378,699.2369235
0,15,15,15,16,17,17,61,60,61,58,57,59,17,18,17,22,22,21,2,2,1,1,0,0,143,387,380,1494.779278
0,14,15,15,16,16,16,59,59,59,56,57,59,19,19,19,22,22,21,2,2,1,1,0,0,143,387,380,1427.294575
1,17,17,17,18,18,17,59,57,56,55,55,58,20,21,23,22,24,21,2,1,1,0,0,0,144,390,369,227.1773882
0,15,15,15,16,17,16,61,61,59,57,57,60,18,19,21,23,22,20,1,1,1,0,0,0,144,390,372,328.7310511
0,15,15,16,16,17,17,63,62,61,59,59,62,18,19,22,23,23,20,1,1,1,0,0,0,144,390,373,146.4989758
0,14,14,14,15,16,16,65,64,62,58,59,60,18,21,23,26,26,23,1,1,1,0,0,0,144,390,373,198.6625133
0,13,13,14,15,16,15,63,63,61,59,58,61,19,21,24,26,26,22,1,1,1,0,0,0,144,389,374,372.7793217
0,15,16,16,17,16,16,58,57,55,52,52,55,22,23,26,29,28,26,1,1,1,1,0,0,144,389,374,227.2370021
0,15,15,16,17,17,16,59,58,55,52,52,55,21,23,27,29,29,26,1,1,1,1,0,0,144,389,374,231.9956724
0,16,16,17,17,17,17,58,58,54,51,50,54,21,22,27,29,29,26,1,1,1,1,0,0,143,388,376,443.7191069
1,16,16,16,17,17,17,56,54,53,51,50,52,21,23,25,27,28,25,2,1,1,1,0,0,143,388,379,1656.912144
0,15,15,16,17,18,18,59,58,57,54,54,56,19,20,22,24,25,22,2,1,1,1,0,0,143,388,379,1686.480129
1,15,16,16,17,18,17,58,57,55,53,51,54,19,19,23,25,27,23,1,1,1,1,0,0,143,386,378,1672.51788
0,15,15,16,16,18,17,56,55,56,54,55,55,20,21,20,22,21,22,2,2,1,1,1,0,143,386,380,706.8454335
0,18,18,18,19,19,18,54,52,51,50,51,55,22,23,26,26,24,22,2,1,1,0,0,0,144,391,368,13.81694852
1,18,18,18,19,19,17,53,52,52,49,51,54,21,22,23,23,23,21,2,2,1,0,0,0,144,390,369,344.2866323
1,18,18,18,18,19,18,57,55,54,53,54,57,19,22,22,22,21,20,1,1,1,0,0,0,144,390,373,873.0130492
0,18,18,19,20,20,19,57,55,52,51,50,52,23,25,28,29,29,27,1,1,1,1,0,0,144,390,374,335.4667323
0,17,17,18,19,19,18,57,56,53,51,51,51,21,24,27,29,28,27,1,1,1,1,0,0,144,388,374,10.64200865
0,19,19,19,20,20,18,56,55,52,48,49,53,21,24,28,32,30,27,1,1,1,0,0,0,143,389,374,1082.856921
0,18,18,18,19,18,17,55,54,52,49,49,52,23,25,29,30,30,27,1,1,1,1,0,0,143,389,376,1168.892134
0,19,18,19,19,19,18,58,56,55,52,52,55,21,22,25,28,28,23,1,1,1,1,0,0,143,388,377,1390.402681
0,15,15,16,16,16,16,59,57,57,52,51,54,20,22,24,29,28,24,1,1,1,1,0,0,143,388,377,2078.009969
0,16,16,17,17,18,18,56,54,54,52,52,52,19,21,22,25,24,23,2,1,1,1,0,0,143,387,378,1981.860527
1,14,14,15,16,18,18,58,56,55,54,54,55,18,20,22,24,22,21,2,2,1,1,0,0,143,388,379,2006.813502
0,17,17,17,18,19,17,55,54,51,50,50,55,22,24,27,26,25,21,2,1,1,0,0,0,145,392,368,597.9491954
0,19,19,20,21,21,19,49,48,48,46,47,53,24,25,26,26,25,22,2,2,1,0,0,0,144,390,369,141.0103301
0,19,20,20,21,20,19,51,49,48,46,47,52,23,25,26,26,26,23,2,1,1,0,0,0,144,390,371,1.589199391
0,15,15,15,16,16,16,55,54,52,49,51,53,23,25,27,28,28,26,1,1,1,0,0,0,144,390,374,544.8978275
1,18,18,18,19,19,18,56,55,54,51,52,53,23,25,27,28,27,26,2,1,1,0,0,0,144,388,374,115.3154951
0,18,18,19,20,19,18,55,53,51,49,51,53,23,24,28,28,26,25,2,1,1,0,0,0,144,389,374,506.5835067
0,18,18,18,19,19,18,59,59,57,55,55,58,22,23,26,28,26,25,1,1,1,0,0,0,143,388,377,1695.574391
0,18,18,19,19,19,18,57,56,55,53,53,55,23,24,27,28,27,26,2,1,1,0,0,0,143,388,377,1359.123127
0,15,16,16,16,18,18,55,54,54,52,53,54,20,21,22,25,24,23,2,2,1,1,1,0,143,387,380,1726.579953
0,16,16,16,16,18,18,57,56,57,54,55,56,20,21,20,23,22,22,2,2,1,1,0,0,143,387,380,1226.643327
0,16,16,17,17,19,19,54,53,52,50,50,50,20,21,23,26,26,25,2,2,1,1,0,0,143,387,380,1100.499228
0,15,15,16,16,19,19,62,60,60,59,58,59,18,19,19,20,20,19,2,2,1,1,0,0,142,386,380,763.714537
0,17,18,18,18,18,17,49,48,46,43,45,49,23,25,28,29,27,25,2,2,1,0,0,0,144,390,370,122.9448806
0,19,18,19,20,20,18,51,49,48,46,47,50,23,26,27,26,24,24,2,2,1,0,0,0,144,390,373,307.5814549
0,18,18,18,19,19,18,54,53,49,47,49,51,23,25,30,31,29,28,2,2,1,0,0,0,144,388,374,246.0501665
1,18,18,19,19,19,18,55,53,52,50,52,53,23,26,28,29,27,26,2,1,1,0,0,0,143,388,374,369.7829802
0,14,14,15,16,16,16,65,63,61,58,57,59,15,17,21,24,25,22,1,1,1,0,0,0,144,389,375,552.7046241
0,16,16,16,17,19,19,57,54,54,51,52,52,19,21,21,25,24,23,2,2,1,1,1,0,143,389,379,727.5480036
0,16,16,17,17,19,19,56,55,54,51,51,51,20,21,22,26,25,25,2,2,1,1,1,0,143,388,380,568.1192571
0,15,15,16,16,18,18,56,55,55,52,51,52,19,20,22,25,25,25,2,2,1,1,0,0,143,388,380,437.1796497
0,19,19,20,20,18,19,49,48,46,44,45,48,25,27,29,30,29,27,2,2,1,0,0,0,146,392,368,244.0864503
0,20,20,21,22,21,19,51,49,47,44,46,50,23,26,28,28,26,24,2,2,1,1,0,0,145,391,368,203.2815172
0,20,20,21,21,21,20,53,52,50,48,48,52,25,27,29,31,30,26,1,1,1,0,0,0,144,391,370,418.1044429
1,19,20,20,21,20,20,55,53,52,48,49,51,23,26,27,30,28,27,1,1,1,0,0,0,145,390,372,294.4139368
0,17,17,17,18,18,18,60,59,57,53,53,54,21,22,23,28,27,25,1,1,1,1,0,0,144,389,375,17.97796265
0,15,16,17,18,19,19,57,56,55,52,53,52,19,20,21,23,23,22,2,2,1,1,0,0,143,389,379,279.0142553
0,18,19,19,20,20,18,51,49,47,44,45,51,24,26,29,27,26,23,2,1,1,0,0,0,145,392,369,207.9942144
0,20,20,21,21,20,20,53,52,49,47,49,52,24,26,28,29,27,23,2,2,1,1,0,0,145,391,369,530.6930097
1,20,20,21,22,21,21,52,51,49,47,48,50,25,27,30,31,29,27,2,1,1,0,0,0,144,391,370,674.3528857
0,21,21,22,22,22,21,56,54,52,50,49,52,23,26,28,30,29,27,1,1,1,1,0,0,145,390,372,371.5320427
0,17,18,18,19,19,19,57,56,56,53,53,53,21,23,24,26,26,26,2,2,1,1,0,0,143,389,375,36.53992765
0,17,17,18,19,19,17,57,55,56,55,55,62,23,25,24,24,23,21,2,1,1,0,0,0,144,384,384,241.3265035
0,16,16,17,18,19,18,61,60,60,60,60,64,19,21,21,20,20,18,1,1,1,0,0,0,144,383,384,440.1901958
0,15,16,16,17,17,17,62,60,59,57,58,61,19,21,22,23,22,20,1,1,1,0,0,0,144,384,383,640.9979747
0,15,16,16,17,17,17,62,60,59,57,58,61,19,21,22,23,22,20,1,1,1,0,0,0,144,384,383,834.7860626
0,16,16,17,18,18,17,60,57,57,55,57,60,21,23,24,26,24,22,1,1,1,0,0,0,144,382,384,1127.197596
0,17,17,18,18,18,18,56,55,54,53,53,57,22,24,26,26,26,23,1,1,1,0,0,0,144,383,387,1262.2507
0,16,16,17,17,18,17,57,55,56,57,57,62,23,25,25,24,22,19,1,1,1,0,0,0,143,383,387,463.7273853
0,15,15,15,17,17,16,60,58,59,60,60,64,22,25,24,23,22,19,1,1,1,0,0,0,143,383,388,687.8817469
0,15,15,16,17,17,17,59,59,58,58,59,63,22,23,24,23,23,20,1,1,1,0,0,0,143,383,388,872.2199708
0,16,16,16,17,18,17,59,57,57,56,56,62,20,22,24,24,24,20,1,1,1,0,0,0,143,383,389,1058.437161
0,17,17,18,19,19,17,57,57,57,55,56,62,20,22,23,23,22,19,1,1,1,0,0,0,144,384,384,969.0923198
0,17,18,18,18,19,17,58,58,57,56,57,61,21,23,23,24,23,20,2,1,1,0,0,0,144,384,384,1497.706211
0,17,17,17,18,19,17,57,56,55,54,55,60,21,23,24,25,24,22,1,1,1,0,0,0,144,384,385,1851.887292
0,19,19,19,20,19,17,54,52,50,49,52,59,25,27,28,27,27,22,2,1,1,0,0,0,144,384,385,1987.230643
0,20,20,20,20,20,19,54,51,51,50,51,56,23,25,26,28,27,22,1,1,1,0,0,0,144,383,387,1454.344908
0,16,16,17,18,18,17,57,55,55,54,54,59,23,25,26,26,26,23,1,1,1,0,0,0,144,382,387,1374.899416
0,16,16,17,18,19,18,59,58,58,57,58,61,21,22,23,23,23,20,1,1,1,0,0,0,144,383,387,1583.552352
1,15,15,16,16,18,16,59,58,57,56,57,62,21,22,24,24,24,19,1,1,1,0,0,0,143,383,389,1719.464447
0,15,15,16,16,18,16,59,58,57,56,57,62,21,22,24,24,24,19,1,1,1,0,0,0,143,383,389,1894.450535
1,14,14,15,16,16,15,60,59,59,60,59,63,22,24,24,22,22,19,1,1,1,0,0,0,144,383,388,1956.073427
0,17,17,18,18,18,17,62,61,59,59,60,65,19,21,23,23,22,19,1,1,1,0,0,0,143,383,389,2029.603222
1,15,15,16,16,18,16,58,57,56,54,56,61,22,24,25,26,26,20,1,1,1,0,0,0,143,383,389,2281.339074
0,17,17,18,19,19,19,56,56,54,53,55,57,18,19,21,21,20,18,2,1,1,1,0,0,144,384,384,144.3402705
0,18,18,18,18,19,17,57,54,53,50,52,58,21,22,24,27,26,21,2,1,1,0,0,0,144,383,386,1772.244549
0,17,17,17,18,19,18,56,55,54,52,53,56,21,22,25,26,24,22,1,1,1,0,0,0,144,383,386,1478.370284
0,18,19,20,20,20,18,56,54,53,52,55,60,23,24,27,27,25,22,1,1,1,0,0,0,144,383,388,1600.266927
0,17,17,18,18,18,17,58,57,57,55,57,63,19,21,22,22,21,18,2,1,1,1,0,0,144,383,388,556.751556
0,16,16,17,17,18,16,57,56,56,55,55,59,21,22,24,24,24,20,1,1,1,1,0,0,144,383,387,1350.076417
1,16,16,17,18,18,17,58,57,56,55,55,58,19,21,22,23,23,20,2,1,1,0,0,0,144,382,389,2423.240528
0,17,17,18,19,19,17,57,56,55,54,55,59,20,22,24,24,24,21,2,1,1,0,0,0,144,382,389,2003.044814
0,18,18,19,20,19,18,57,56,55,54,54,62,22,23,26,26,26,21,1,1,1,0,0,0,144,383,389,1822.508553
0,17,17,18,18,18,17,59,57,55,53,53,60,20,22,26,26,25,20,1,1,1,0,0,0,144,382,389,1715.857367
0,18,18,19,20,20,20,54,53,51,50,52,53,19,19,22,24,23,24,2,1,1,1,0,0,144,384,384,104.3654566
1,20,20,21,21,21,20,54,54,51,49,51,55,22,24,27,29,27,25,2,2,1,0,0,0,144,384,384,550.9479881
0,16,16,16,17,17,17,59,58,57,55,55,58,21,21,24,25,24,22,1,1,1,0,0,0,144,384,385,1122.11582
0,15,16,16,17,18,16,62,61,60,59,59,62,18,19,21,22,21,19,1,1,1,1,0,0,144,384,385,766.266614
0,17,17,18,18,18,17,58,57,56,56,57,61,20,21,22,21,22,19,1,1,1,1,0,0,144,383,388,571.9770704
0,16,16,17,17,17,16,61,60,59,58,58,63,18,19,22,22,21,19,1,1,1,1,0,0,144,383,388,1358.504943
0,16,17,17,17,17,17,59,58,58,55,55,59,20,22,23,24,23,21,2,1,1,1,0,0,144,383,388,1064.661782
0,18,18,19,19,19,18,54,53,52,51,51,55,21,22,25,25,25,22,2,1,1,1,0,0,144,383,390,1000.581666
0,16,16,17,17,18,17,60,58,57,55,55,60,20,22,24,26,24,21,1,1,1,0,0,0,144,382,389,1737.507739
0,17,17,18,19,18,18,55,54,53,52,54,56,20,20,23,23,21,21,2,1,1,1,0,0,144,384,383,8.544913579
1,17,17,17,18,18,18,58,57,57,56,57,60,20,22,23,24,22,21,2,1,1,1,0,0,144,384,384,94.55028007
0,17,17,18,19,19,20,50,49,48,48,50,50,20,21,24,24,23,24,2,2,1,1,1,0,144,384,387,18.03801187
0,15,15,16,16,17,16,56,54,52,50,51,54,22,23,26,27,26,25,1,1,1,1,0,0,144,383,388,445.1641398
0,19,19,20,20,20,20,49,49,49,47,48,52,22,23,24,25,23,22,2,1,1,1,0,0,144,383,390,371.2656568
0,18,18,19,19,20,20,50,48,48,48,49,50,23,25,25,26,24,24,2,2,2,2,1,1,144,383,390,359.5398044
0,19,19,20,20,20,20,49,49,49,47,48,52,22,23,24,25,23,22,2,1,1,1,0,0,144,383,390,283.1766971
0,19,19,19,20,20,21,50,49,49,47,48,50,23,24,25,25,24,23,2,2,1,1,1,0,144,383,390,12.21902442
0,17,17,17,18,18,18,54,53,54,53,54,56,19,20,19,20,19,20,2,1,1,1,0,0,144,383,390,7.623479605
0,17,16,17,17,18,18,59,59,56,54,55,58,20,20,23,24,23,22,1,1,1,1,0,0,144,383,390,1155.286814
1,15,16,16,17,17,17,66,66,64,61,60,62,17,18,21,23,22,21,1,1,1,1,0,0,144,384,384,539.5542912
0,16,16,17,18,18,17,58,58,56,55,54,57,22,22,24,24,24,24,2,1,1,1,0,0,144,384,386,275.2817237
0,20,20,20,21,21,21,54,53,52,51,52,52,21,22,25,26,26,26,2,1,1,1,0,0,144,384,389,340.8460533
0,17,17,18,19,19,18,58,56,56,54,55,57,21,22,24,25,23,23,1,1,1,1,1,0,144,383,390,587.144868
1,17,17,18,18,19,20,54,53,53,51,53,55,21,23,23,24,23,23,2,1,1,1,1,0,144,383,390,22.24880694
1,17,17,18,18,19,20,54,53,53,51,53,55,21,23,23,24,23,23,2,1,1,1,1,0,144,383,390,35.61310913
0,20,20,20,22,22,23,49,48,48,47,47,48,25,26,27,27,25,26,2,2,1,1,1,0,144,384,387,285.9511781
0,19,19,19,19,20,19,56,55,52,50,50,50,19,20,24,26,25,25,1,1,1,1,1,0,144,384,389,118.7822662
0,19,19,19,20,20,19,52,50,47,46,47,48,23,25,29,30,29,28,2,1,1,1,0,0,144,384,389,33.84043293
0,19,19,19,20,20,20,54,52,50,47,50,49,19,19,23,26,25,26,1,1,1,1,1,0,144,384,388,5.308620683
0,19,19,19,20,20,20,52,51,49,48,48,51,22,23,27,27,27,26,2,1,1,1,0,0,144,384,389,109.4648486
1,18,18,19,20,20,20,49,48,48,47,48,49,23,24,24,26,23,23,2,2,1,1,0,0,144,384,389,32.59293279
0,18,18,19,20,20,20,49,48,48,47,48,49,23,24,24,26,23,23,2,2,1,1,0,0,144,384,389,35.12654146
0,17,18,18,19,19,20,50,49,47,46,47,51,23,24,28,28,27,26,2,1,1,0,0,0,144,384,389,285.7335738
0,18,18,18,20,19,20,53,51,49,46,47,50,19,20,24,27,26,26,1,1,1,0,0,0,144,384,391,7.955165047
0,17,17,17,18,18,19,47,46,46,45,45,47,23,25,25,26,24,25,1,1,1,1,1,0,144,383,391,14.80169474
0,17,17,17,18,18,19,47,46,46,45,45,47,23,25,25,26,24,25,1,1,1,1,1,0,144,383,391,5.920019297
0,16,17,17,18,19,19,56,55,54,52,53,55,21,21,23,25,23,21,2,1,1,1,1,0,144,384,386,608.49754
0,18,18,19,19,19,20,53,52,51,52,52,52,21,23,23,23,22,22,2,1,1,1,0,0,144,384,386,961.5738359
0,17,18,18,18,19,19,56,56,56,54,54,56,22,23,23,25,24,22,2,1,1,1,1,0,144,384,387,1351.123616
0,18,18,18,19,19,20,52,50,49,48,49,48,21,22,24,25,25,27,2,1,1,1,0,0,144,384,389,52.44582076
0,18,18,19,20,20,21,49,48,47,45,46,47,23,24,26,29,28,28,2,2,1,1,0,0,144,384,389,273.4715417
0,19,19,19,21,21,21,50,49,47,47,47,48,21,23,25,26,26,27,2,1,1,1,0,0,144,384,391,3.293521509
0,19,19,19,21,21,21,50,49,47,47,47,48,21,23,25,26,26,27,2,1,1,1,0,0,144,384,391,16.09964093
0,16,16,17,18,19,19,47,46,46,45,47,49,23,23,23,24,23,23,2,1,1,1,1,0,144,384,392,6.125048491
0,18,18,19,20,20,20,45,45,44,44,45,45,24,24,25,25,24,25,2,2,1,1,0,0,144,384,392,27.56913733
0,17,17,18,19,19,20,51,50,49,49,50,52,21,22,23,23,22,23,2,1,1,1,1,0,144,383,392,240.0856808
0,17,17,17,18,18,18,59,58,57,56,57,57,20,21,23,23,21,21,2,1,1,1,1,0,144,384,387,963.7311836
0,15,16,16,17,17,16,56,56,56,55,55,58,26,27,28,28,26,23,2,2,1,1,0,0,144,384,387,239.568075
1,17,17,18,18,18,18,53,52,52,51,52,54,25,26,26,27,25,24,2,2,1,1,0,0,144,384,389,630.9750085
0,17,17,17,18,18,18,55,54,53,51,52,55,25,26,27,28,27,25,2,2,1,1,0,0,144,384,389,444.7219347
1,19,19,19,20,20,20,60,59,58,57,57,60,19,21,21,23,22,20,1,1,1,0,0,0,144,384,389,5.982411443
0,19,19,20,20,20,21,50,49,48,47,49,50,24,25,25,26,26,25,2,2,1,1,0,0,144,384,389,32.63671705
1,20,20,20,20,20,19,54,54,51,50,51,54,24,25,28,28,27,26,2,2,1,1,0,0,144,384,389,134.6591952
0,21,21,21,21,21,21,51,49,51,48,49,53,25,27,26,28,26,25,2,2,1,0,0,0,144,384,390,665.8558555
0,22,22,23,23,22,21,47,46,45,43,45,49,27,29,29,31,29,27,2,2,1,0,0,0,144,384,390,683.1208122
0,21,21,21,22,22,22,46,45,45,42,45,47,28,29,30,33,31,30,2,2,1,0,0,0,144,384,390,386.3146554
0,17,17,19,19,19,20,52,51,51,51,52,52,22,23,23,24,22,22,2,1,1,1,1,0,144,383,392,307.2891198
0,18,18,19,19,18,17,55,55,54,52,54,60,25,26,28,28,26,22,2,1,1,0,0,0,143,383,388,344.2059263
0,18,18,19,19,19,17,53,54,50,48,51,57,25,26,30,30,28,24,1,1,1,0,0,0,144,384,388,57.28152711
1,20,20,20,20,19,17,50,50,48,46,48,54,27,29,30,31,29,26,2,2,1,0,0,0,144,384,389,158.3938328
0,20,21,21,22,21,18,53,52,49,47,48,55,26,28,31,32,30,26,2,1,1,0,0,0,144,384,389,20.15902911
0,20,20,21,21,20,19,49,49,46,46,48,53,26,28,32,31,29,26,2,2,1,0,0,0,144,384,389,44.64087379
0,23,23,23,24,23,21,52,51,49,47,49,52,24,25,27,28,26,24,1,1,1,1,0,0,144,384,389,88.62692155
0,22,22,22,23,22,21,49,48,47,46,47,51,25,26,28,27,25,24,2,1,1,0,0,0,145,384,389,111.7080388
0,22,22,22,23,22,21,49,48,47,46,47,51,25,26,28,27,25,24,2,1,1,0,0,0,145,384,389,95.66828202
1,23,23,23,24,23,21,52,51,49,47,49,52,24,25,27,28,26,24,1,1,1,1,0,0,145,384,389,4.383283524
0,21,21,23,23,22,21,51,50,48,47,49,55,25,26,28,30,27,24,1,1,1,1,0,0,145,385,390,378.3038853
1,22,22,22,22,22,20,48,47,47,45,45,51,30,30,32,32,30,28,1,2,1,1,1,0,145,385,391,4.744147003
0,12,12,12,13,13,14,66,66,65,61,61,63,15,15,17,20,20,19,1,1,1,1,0,0,141,384,422,1526.266153
0,9,9,11,12,12,12,76,76,74,71,70,70,12,13,16,19,19,20,1,1,1,0,0,0,141,385,423,326.3515229
1,12,12,13,14,14,15,66,66,65,63,62,63,16,16,17,19,20,21,1,1,1,1,0,0,141,385,422,244.1868118
0,10,10,10,11,12,12,73,73,72,68,68,68,13,14,16,20,20,20,1,1,1,0,0,0,141,386,423,525.7191756
1,10,10,10,11,11,12,72,71,70,66,66,67,15,15,17,21,21,19,1,1,1,0,0,0,141,387,423,552.8182527
0,10,10,11,11,11,12,71,71,70,67,67,66,16,16,18,20,21,21,1,1,1,0,0,0,141,387,423,851.2789287
0,16,16,16,17,17,18,57,56,55,52,51,52,20,21,24,25,26,26,2,2,1,1,0,0,141,385,421,2132.173788
0,16,16,17,17,18,18,61,61,60,59,57,59,20,20,23,23,26,23,2,1,1,1,0,0,141,385,421,2397.653413
0,13,13,13,14,14,15,68,69,67,65,65,66,17,18,20,21,21,20,1,1,1,1,0,0,141,386,422,68.35063906
0,14,14,14,15,14,15,69,69,67,64,64,64,16,16,19,21,21,21,1,1,1,0,0,0,141,386,423,575.84241
0,10,10,11,12,12,12,68,67,65,62,62,62,17,18,20,23,22,23,1,1,1,0,0,0,141,387,422,1097.664578
1,10,10,10,11,12,12,68,67,67,65,64,64,18,19,18,20,21,21,1,1,1,0,0,0,141,387,422,793.1538884
0,10,10,10,11,12,12,70,70,68,67,66,67,17,17,19,20,21,20,1,1,1,0,0,0,141,387,422,1062.910046
0,10,10,10,11,11,11,70,70,68,64,65,66,14,14,18,21,20,20,1,1,1,0,0,0,141,387,422,636.0039806
0,12,11,12,13,13,13,71,70,69,66,66,66,14,15,18,20,20,20,1,1,1,0,0,0,141,385,420,2951.126773
0,9,9,10,11,11,11,74,75,72,68,68,69,14,14,17,19,19,19,1,1,1,1,0,0,141,385,421,3229.259395
0,9,9,10,11,11,11,74,75,72,68,68,69,14,14,17,19,19,19,1,1,1,1,0,0,141,385,421,3356.879504
0,13,13,13,14,14,14,73,74,72,70,69,70,15,16,16,19,20,19,1,1,1,1,0,0,141,385,422,2513.686221
0,15,14,15,16,17,16,68,67,66,64,62,63,17,17,18,20,20,20,2,1,1,1,0,0,141,386,421,1962.278147
